50101 - Cargill B.V.,50101,Cargill B.V.,24785,socaan,Cote d'Ivoire,11/26/2025,1508,2288,3164,990,55658,54988,,,,32,32,,,37,11,31,0
50101 - Cargill B.V.,50101,Cargill B.V.,24808,etc,Cote d'Ivoire,11/26/2025,1774,1906,2579,1278,30872,30812,,,,37,37,,,43,36,42,0
50101 - Cargill B.V.,50101,Cargill B.V.,24809,coopama,Cote d'Ivoire,11/26/2025,690,324,1088,30,23375,21981,,,,34,34,,,8,4,7,0
50101 - Cargill B.V.,50101,Cargill B.V.,24810,cann,Cote d'Ivoire,11/26/2025,749,1229,1658,320,40294,40110,,1557,,30,30,,,18,2,15,0
50101 - Cargill B.V.,50101,Cargill B.V.,24841,cagnan,Cote d'Ivoire,11/26/2025,495,274,607,169,57262,56739,,373,,30,30,,,4,1,4,0
50101 - Cargill B.V.,50101,Cargill B.V.,24842,camaye,Cote d'Ivoire,11/26/2025,793,1069,1408,917,129526,128812,,883,,29,29,,,27,6,23,0
50101 - Cargill B.V.,50101,Cargill B.V.,24843,camd,Cote d'Ivoire,11/26/2025,1183,743,1747,297,9978,9975,,,,29,29,,,7,0,6,0
50101 - Cargill B.V.,50101,Cargill B.V.,24844,coopaahs,Cote d'Ivoire,11/26/2025,2054,3809,4665,1373,61584,61267,,1,,29,29,,,12,4,11,1
50101 - Cargill B.V.,50101,Cargill B.V.,24845,coopac,Cote d'Ivoire,11/26/2025,474,530,627,436,24125,23350,,1367,,29,29,,,10,1,10,0
50101 - Cargill B.V.,50101,Cargill B.V.,24846,coopasod,Cote d'Ivoire,11/26/2025,1453,455,1926,3,123580,123340,,1338,,30,30,,,11,1,9,0
50101 - Cargill B.V.,50101,Cargill B.V.,24847,ecapagz,Cote d'Ivoire,11/26/2025,674,605,1126,393,69955,69437,,2651,,30,30,,,12,6,10,1
50101 - Cargill B.V.,50101,Cargill B.V.,24848,ecaso,Cote d'Ivoire,11/26/2025,807,558,1088,337,114137,113290,,4693,,33,33,,,8,3,8,0
50101 - Cargill B.V.,50101,Cargill B.V.,24849,socabb,Cote d'Ivoire,11/26/2025,959,1510,2162,428,107373,106380,,3309,,28,28,,,8,1,8,0
50101 - Cargill B.V.,50101,Cargill B.V.,24850,socaben,Cote d'Ivoire,11/26/2025,411,657,718,409,78467,77719,,2128,,28,28,,,6,0,6,1
50101 - Cargill B.V.,50101,Cargill B.V.,24851,socarebia,Cote d'Ivoire,11/26/2025,1122,983,1933,326,2893,2893,,,,31,31,,,5,7,5,0
50101 - Cargill B.V.,50101,Cargill B.V.,24852,socarl,Cote d'Ivoire,11/26/2025,707,485,1110,147,41820,41061,,8294,,29,29,,,8,1,8,0
50101 - Cargill B.V.,50101,Cargill B.V.,24853,scinpa,Cote d'Ivoire,11/26/2025,1422,2451,2976,2426,100016,99249,,2056,,32,32,,,49,1,43,0
50101 - Cargill B.V.,50101,Cargill B.V.,24854,scoakhs,Cote d'Ivoire,11/26/2025,888,380,1221,112,52490,51992,,4464,,29,29,,,6,6,6,0
50101 - Cargill B.V.,50101,Cargill B.V.,24855,scoopadou,Cote d'Ivoire,11/26/2025,658,753,1260,177,53537,53309,,1565,,30,30,,,6,1,6,0
50101 - Cargill B.V.,50101,Cargill B.V.,24856,scoopakof,Cote d'Ivoire,11/26/2025,1104,189,1308,36,130988,129985,,2982,,29,29,,,15,3,13,1
50101 - Cargill B.V.,50101,Cargill B.V.,24857,scapb,Cote d'Ivoire,11/26/2025,271,73,333,12,28216,28110,,1901,,3,3,,,0,8,0,0
50101 - Cargill B.V.,50101,Cargill B.V.,24861,pago,Cote d'Ivoire,11/26/2025,,3374,1212,2188,49431,47443,,9,,3,3,,,0,8,0,0
50101 - Cargill B.V.,50101,Cargill B.V.,24896,coopaga,Cote d'Ivoire,11/26/2025,1370,585,1595,633,41143,40640,,29,,30,30,,,13,0,12,1
50101 - Cargill B.V.,50101,Cargill B.V.,24897,coopaaproman,Cote d'Ivoire,11/26/2025,1052,119,2203,110,96837,94118,,4122,,30,30,,,13,12,11,0
50101 - Cargill B.V.,50101,Cargill B.V.,24898,ecamom,Cote d'Ivoire,11/26/2025,934,2861,2290,1536,105921,105578,,3326,,29,29,,,10,1,10,1
50101 - Cargill B.V.,50101,Cargill B.V.,24899,uscrg,Cote d'Ivoire,11/26/2025,893,555,1300,208,122789,122412,,2172,,29,29,,,9,1,8,0
50101 - Cargill B.V.,50101,Cargill B.V.,24901,coopebia,Cote d'Ivoire,11/26/2025,583,1093,1306,561,107545,107385,,1640,,29,29,,,7,0,7,0
50101 - Cargill B.V.,50101,Cargill B.V.,24902,cpb,Cote d'Ivoire,11/26/2025,803,241,923,151,104860,102033,,1853,,28,28,,,8,2,8,0
50101 - Cargill B.V.,50101,Cargill B.V.,24903,ecatamea,Cote d'Ivoire,11/26/2025,3210,444,3457,331,55337,55252,,,,32,32,,,27,8,21,0
50101 - Cargill B.V.,50101,Cargill B.V.,24904,scoopaso,Cote d'Ivoire,11/26/2025,695,338,1067,130,9810,9621,,7156,,31,31,,,18,7,17,0
